# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Quranic Arabic Corpus (morphology, version 0.4)
#  Copyright (C) 2011 Kais Dukes
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(36:43:6:1)	la	P	PREFIX|l:P+
(36:43:6:2)	humo	PRON	STEM|POS:PRON|3MP
(36:43:7:1)	wa	CONJ	PREFIX|w:CONJ+
(36:43:7:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(36:43:8:1)	humo	PRON	STEM|POS:PRON|3MP
(36:43:9:1)	yunqa*u	V	STEM|POS:V|IMPF|PASS|(IV)|LEM:>anqa*a|ROOT:nq*|3MP
(36:43:9:2)	wna	PRON	SUFFIX|PRON:3MP
(36:44:1:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(36:44:2:1)	raHomapF	N	STEM|POS:N|LEM:raHomap|ROOT:rHm|F|INDEF|ACC
(36:44:3:1)	m~in~a	P	STEM|POS:P|LEM:min
(36:44:3:2)	A	PRON	SUFFIX|PRON:1P
(36:44:4:1)	wa	CONJ	PREFIX|w:CONJ+
(36:44:4:2)	mata`EFA	N	STEM|POS:N|LEM:mata`E|ROOT:mtE|M|INDEF|ACC
(36:44:5:1)	<ilaY`	P	STEM|POS:P|LEM:<ilaY`
(36:44:6:1)	HiynK	N	STEM|POS:N|LEM:Hiyn|ROOT:Hyn|M|INDEF|GEN
(36:45:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:45:1:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(36:45:2:1)	qiyla	V	STEM|POS:V|PERF|PASS|LEM:qaAla|ROOT:qwl|3MS
(36:45:3:1)	la	P	PREFIX|l:P+
(36:45:3:2)	humu	PRON	STEM|POS:PRON|3MP
(36:45:4:1)	{t~aqu	V	STEM|POS:V|IMPV|(VIII)|LEM:{t~aqaY`|ROOT:wqy|2MP
(36:45:4:2)	wA@	PRON	SUFFIX|PRON:2MP
(36:45:5:1)	maA	REL	STEM|POS:REL|LEM:maA
(36:45:6:1)	bayona	LOC	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC
(36:45:7:1)	>ayodiy	N	STEM|POS:N|LEM:yad|ROOT:ydy|FP|NOM
(36:45:7:2)	kumo	PRON	SUFFIX|PRON:2MP
(36:45:8:1)	wa	CONJ	PREFIX|w:CONJ+
(36:45:8:2)	maA	REL	STEM|POS:REL|LEM:maA
(36:45:9:1)	xalofa	N	STEM|POS:N|LEM:xalof|ROOT:xlf|M|ACC
(36:45:9:2)	kumo	PRON	SUFFIX|PRON:2MP
(36:45:10:1)	laEal~a	ACC	STEM|POS:ACC|LEM:laEal~|SP:<in~
(36:45:10:2)	kumo	PRON	SUFFIX|PRON:2MP
(36:45:11:1)	turoHamu	V	STEM|POS:V|IMPF|PASS|LEM:r~aHima|ROOT:rHm|2MP
(36:45:11:2)	wna	PRON	SUFFIX|PRON:2MP
(36:46:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:46:1:2)	maA	NEG	STEM|POS:NEG|LEM:maA
(36:46:2:1)	ta>otiy	V	STEM|POS:V|IMPF|LEM:>ataY|ROOT:Aty|3FS
(36:46:2:2)	him	PRON	SUFFIX|PRON:3MP
(36:46:3:1)	m~ino	P	STEM|POS:P|LEM:min
(36:46:4:1)	'aAyapK	N	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FS|INDEF|GEN
(36:46:5:1)	m~ino	P	STEM|POS:P|LEM:min
(36:46:6:1)	'aAya`ti	N	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN
(36:46:7:1)	rab~i	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
(36:46:7:2)	himo	PRON	SUFFIX|PRON:3MP
(36:46:8:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(36:46:9:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(36:46:9:2)	wA@	PRON	SUFFIX|PRON:3MP
(36:46:10:1)	Eano	P	STEM|POS:P|LEM:Ean
(36:46:10:2)	haA	PRON	SUFFIX|PRON:3FS
(36:46:11:1)	muEoriDiyna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~uEoriDuwn|ROOT:ErD|MP|ACC
(36:47:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:47:1:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(36:47:2:1)	qiyla	V	STEM|POS:V|PERF|PASS|LEM:qaAla|ROOT:qwl|3MS
(36:47:3:1)	la	P	PREFIX|l:P+
(36:47:3:2)	humo	PRON	STEM|POS:PRON|3MP
(36:47:4:1)	>anfiqu	V	STEM|POS:V|IMPV|(IV)|LEM:>anfaqa|ROOT:nfq|2MP
(36:47:4:2)	wA@	PRON	SUFFIX|PRON:2MP
(36:47:5:1)	mi	P	STEM|POS:P|LEM:min
(36:47:5:2)	m~aA	REL	STEM|POS:REL|LEM:maA
(36:47:6:1)	razaqa	V	STEM|POS:V|PERF|LEM:razaqa|ROOT:rzq|3MS
(36:47:6:2)	kumu	PRON	SUFFIX|PRON:2MP
(36:47:7:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(36:47:8:1)	qaAla	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
(36:47:9:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(36:47:10:1)	kafaru	V	STEM|POS:V|PERF|LEM:kafara|ROOT:kfr|3MP
(36:47:10:2)	wA@	PRON	SUFFIX|PRON:3MP
(36:47:11:1)	li	P	PREFIX|l:P+
(36:47:11:2)	l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(36:47:12:1)	'aAmanu	V	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(36:47:12:2)	w^A@	PRON	SUFFIX|PRON:3MP
(36:47:13:1)	>a	INTG	PREFIX|A:INTG+
(36:47:13:2)	nuToEimu	V	STEM|POS:V|IMPF|(IV)|LEM:>aToEama|ROOT:TEm|1P
(36:47:14:1)	man	REL	STEM|POS:REL|LEM:man
(36:47:15:1)	l~awo	COND	STEM|POS:COND|LEM:law
(36:47:16:1)	ya$aA^'u	V	STEM|POS:V|IMPF|LEM:$aA^'a|ROOT:$yA|3MS
(36:47:17:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(36:47:18:1)	>aToEama	V	STEM|POS:V|PERF|(IV)|LEM:>aToEama|ROOT:TEm|3MS
(36:47:18:2)	hu,^	PRON	SUFFIX|PRON:3MS
(36:47:19:1)	<ino	NEG	STEM|POS:NEG|LEM:<in
(36:47:20:1)	>antumo	PRON	STEM|POS:PRON|2MP
(36:47:21:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(36:47:22:1)	fiY	P	STEM|POS:P|LEM:fiY
(36:47:23:1)	Dala`lK	N	STEM|POS:N|LEM:Dala`l|ROOT:Dll|M|INDEF|GEN
(36:47:24:1)	m~ubiynK	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|GEN
(36:48:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:48:1:2)	yaquwlu	V	STEM|POS:V|IMPF|LEM:qaAla|ROOT:qwl|3MP
(36:48:1:3)	wna	PRON	SUFFIX|PRON:3MP
(36:48:2:1)	mataY`	INTG	STEM|POS:INTG|LEM:mataY`
(36:48:3:1)	ha`*aA	DEM	STEM|POS:DEM|LEM:ha`*aA|MS
(36:48:4:1)	{lo	DET	PREFIX|Al+
(36:48:4:2)	waEodu	N	STEM|POS:N|LEM:waEod|ROOT:wEd|M|NOM
(36:48:5:1)	<in	COND	STEM|POS:COND|LEM:<in
(36:48:6:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(36:48:6:2)	tumo	PRON	SUFFIX|PRON:2MP
(36:48:7:1)	Sa`diqiyna	N	STEM|POS:N|ACT|PCPL|LEM:SaAdiq|ROOT:Sdq|MP|ACC
(36:49:1:1)	maA	NEG	STEM|POS:NEG|LEM:maA
(36:49:2:1)	yanZuru	V	STEM|POS:V|IMPF|LEM:n~aZara|ROOT:nZr|3MP
(36:49:2:2)	wna	PRON	SUFFIX|PRON:3MP
(36:49:3:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(36:49:4:1)	SayoHapF	N	STEM|POS:N|LEM:SayoHap|ROOT:SyH|F|INDEF|ACC
(36:49:5:1)	wa`HidapF	N	STEM|POS:N|LEM:wa`Hidap|ROOT:wHd|F|INDEF|ACC
(36:49:6:1)	ta>oxu*u	V	STEM|POS:V|IMPF|LEM:>axa*a|ROOT:Ax*|3FS
(36:49:6:2)	humo	PRON	SUFFIX|PRON:3MP
(36:49:7:1)	wa	CIRC	PREFIX|w:CIRC+
(36:49:7:2)	humo	PRON	STEM|POS:PRON|3MP
(36:49:8:1)	yaxiS~imu	V	STEM|POS:V|IMPF|(VIII)|LEM:{xotaSamu|ROOT:xSm|3MP
(36:49:8:2)	wna	PRON	SUFFIX|PRON:3MP
(36:50:1:1)	fa	REM	PREFIX|f:REM+
(36:50:1:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(36:50:2:1)	yasotaTiyEu	V	STEM|POS:V|IMPF|(X)|LEM:{sotaTaAEa|ROOT:TwE|3MP
(36:50:2:2)	wna	PRON	SUFFIX|PRON:3MP
(36:50:3:1)	tawoSiyapF	N	STEM|POS:N|VN|(II)|LEM:tawoSiyap|ROOT:wSy|F|INDEF|ACC
(36:50:4:1)	wa	CONJ	PREFIX|w:CONJ+
(36:50:4:2)	laA^	NEG	STEM|POS:NEG|LEM:laA
(36:50:5:1)	<ilaY`^	P	STEM|POS:P|LEM:<ilaY`
(36:50:6:1)	>aholi	N	STEM|POS:N|LEM:>ahol|ROOT:Ahl|M|GEN
(36:50:6:2)	himo	PRON	SUFFIX|PRON:3MP
(36:50:7:1)	yarojiEu	V	STEM|POS:V|IMPF|LEM:rajaEa|ROOT:rjE|3MP
(36:50:7:2)	wna	PRON	SUFFIX|PRON:3MP
(36:51:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:51:1:2)	nufixa	V	STEM|POS:V|PERF|PASS|LEM:nafaxa|ROOT:nfx|3MS
(36:51:2:1)	fiY	P	STEM|POS:P|LEM:fiY
(36:51:3:1)	{l	DET	PREFIX|Al+
(36:51:3:2)	S~uwri	N	STEM|POS:N|LEM:S~uwr|ROOT:Swr|M|GEN
(36:51:4:1)	fa	CONJ	PREFIX|f:CONJ+
(36:51:4:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(36:51:5:1)	hum	PRON	STEM|POS:PRON|3MP
(36:51:6:1)	m~ina	P	STEM|POS:P|LEM:min
(36:51:7:1)	{lo	DET	PREFIX|Al+
(36:51:7:2)	>ajodaAvi	N	STEM|POS:N|LEM:>ajodaAv|ROOT:jdv|MP|GEN
(36:51:8:1)	<ilaY`	P	STEM|POS:P|LEM:<ilaY`
(36:51:9:1)	rab~i	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN
(36:51:9:2)	himo	PRON	SUFFIX|PRON:3MP
(36:51:10:1)	yansilu	V	STEM|POS:V|IMPF|LEM:yansilu|ROOT:nsl|3MP
(36:51:10:2)	wna	PRON	SUFFIX|PRON:3MP
(36:52:1:1)	qaAlu	V	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP
(36:52:1:2)	wA@	PRON	SUFFIX|PRON:3MP
(36:52:2:1)	ya`	VOC	PREFIX|ya+
(36:52:2:2)	wayola	N	STEM|POS:N|LEM:wayol|NOM
(36:52:2:3)	naA	PRON	SUFFIX|PRON:1P
(36:52:3:1)	man[	REL	STEM|POS:REL|LEM:man
(36:52:4:1)	baEava	V	STEM|POS:V|PERF|LEM:baEava|ROOT:bEv|3MS
(36:52:4:2)	naA	PRON	SUFFIX|PRON:1P
(36:52:5:1)	min	P	STEM|POS:P|LEM:min
(36:52:6:1)	m~aroqadi	N	STEM|POS:N|LEM:m~aroqad|ROOT:rqd|M|GEN
(36:52:6:2)	naA	PRON	SUFFIX|PRON:1P
(36:52:7:1)	ha`*aA	DEM	STEM|POS:DEM|LEM:ha`*aA|MS
(36:52:8:1)	maA	REL	STEM|POS:REL|LEM:maA
(36:52:9:1)	waEada	V	STEM|POS:V|PERF|LEM:waEada|ROOT:wEd|3MS
(36:52:10:1)	{l	DET	PREFIX|Al+
(36:52:10:2)	r~aHoma`nu	N	STEM|POS:N|LEM:r~aHoma`n|ROOT:rHm|MS|NOM
(36:52:11:1)	wa	CONJ	PREFIX|w:CONJ+
(36:52:11:2)	Sadaqa	V	STEM|POS:V|PERF|LEM:Sadaqa|ROOT:Sdq|3MS
(36:52:12:1)	{lo	DET	PREFIX|Al+
(36:52:12:2)	murosaluwna	N	STEM|POS:N|PASS|PCPL|(IV)|LEM:m~urosal|ROOT:rsl|MP|NOM
(36:53:1:1)	<in	NEG	STEM|POS:NEG|LEM:<in
(36:53:2:1)	kaAnato	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3FS
(36:53:3:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(36:53:4:1)	SayoHapF	N	STEM|POS:N|LEM:SayoHap|ROOT:SyH|F|INDEF|ACC
(36:53:5:1)	wa`HidapF	N	STEM|POS:N|LEM:wa`Hidap|ROOT:wHd|F|INDEF|ACC
(36:53:6:1)	fa	REM	PREFIX|f:REM+
(36:53:6:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(36:53:7:1)	humo	PRON	STEM|POS:PRON|3MP
(36:53:8:1)	jamiyEN	N	STEM|POS:N|LEM:jamiyE|ROOT:jmE|M|INDEF|NOM
(36:53:9:1)	l~adayo	LOC	STEM|POS:LOC|LEM:laday
(36:53:9:2)	naA	PRON	SUFFIX|PRON:1P
(36:53:10:1)	muHoDaruwna	N	STEM|POS:N|PASS|PCPL|(IV)|LEM:m~uHoDar|ROOT:HDr|MP|NOM
(36:54:1:1)	fa	REM	PREFIX|f:REM+
(36:54:1:2)	{lo	DET	PREFIX|Al+
(36:54:1:3)	yawoma	N	STEM|POS:N|LEM:yawom|ROOT:ywm|M|ACC
(36:54:2:1)	laA	NEG	STEM|POS:NEG|LEM:laA
(36:54:3:1)	tuZolamu	V	STEM|POS:V|IMPF|LEM:Zalama|ROOT:Zlm|3FS|MOOD:JUS
(36:54:4:1)	nafosN	N	STEM|POS:N|LEM:nafos|ROOT:nfs|FS|INDEF|NOM
(36:54:5:1)	$ayo_#FA	N	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|ACC
(36:54:6:1)	wa	CONJ	PREFIX|w:CONJ+
(36:54:6:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(36:54:7:1)	tujoza	V	STEM|POS:V|IMPF|PASS|LEM:jazaY`|ROOT:jzy|2MP
(36:54:7:2)	wona	PRON	SUFFIX|PRON:2MP
(36:54:8:1)	<il~aA	RES	STEM|POS:RES|LEM:<il~aA
(36:54:9:1)	maA	REL	STEM|POS:REL|LEM:maA
(36:54:10:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(36:54:10:2)	tumo	PRON	SUFFIX|PRON:2MP
(36:54:11:1)	taEomalu	V	STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|2MP
(36:54:11:2)	wna	PRON	SUFFIX|PRON:2MP
(36:55:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(36:55:2:1)	>aSoHa`ba	N	STEM|POS:N|LEM:>aSoHa`b|ROOT:SHb|MP|ACC
(36:55:3:1)	{lo	DET	PREFIX|Al+
(36:55:3:2)	jan~api	PN	STEM|POS:PN|LEM:jan~ap|ROOT:jnn|F|GEN
(36:55:4:1)	{lo	DET	PREFIX|Al+
(36:55:4:2)	yawoma	N	STEM|POS:N|LEM:yawom|ROOT:ywm|M|ACC
(36:55:5:1)	fiY	P	STEM|POS:P|LEM:fiY
(36:55:6:1)	$ugulK	N	STEM|POS:N|LEM:$ugul|ROOT:$gl|M|INDEF|GEN
(36:55:7:1)	fa`kihuwna	N	STEM|POS:N|ACT|PCPL|LEM:fa`kihiyn|ROOT:fkh|MP|NOM
(36:56:1:1)	humo	PRON	STEM|POS:PRON|3MP
(36:56:2:1)	wa	CONJ	PREFIX|w:CONJ+
(36:56:2:2)	>azowa`ju	N	STEM|POS:N|LEM:zawoj|ROOT:zwj|MP|NOM
(36:56:2:3)	humo	PRON	SUFFIX|PRON:3MP
(36:56:3:1)	fiY	P	STEM|POS:P|LEM:fiY
(36:56:4:1)	Zila`lK	N	STEM|POS:N|LEM:Zil~|ROOT:Zll|MP|INDEF|GEN
(36:56:5:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(36:56:6:1)	{lo	DET	PREFIX|Al+
(36:56:6:2)	>araA^}iki	N	STEM|POS:N|LEM:>araA^}ik|ROOT:Ark|MP|GEN
(36:56:7:1)	mut~aki_#uwna	N	STEM|POS:N|ACT|PCPL|(VIII)|LEM:mut~aki_#iyn|ROOT:wkA|MP|NOM
(36:57:1:1)	la	P	PREFIX|l:P+
(36:57:1:2)	humo	PRON	STEM|POS:PRON|3MP
(36:57:2:1)	fiy	P	STEM|POS:P|LEM:fiY
(36:57:2:2)	haA	PRON	SUFFIX|PRON:3FS
(36:57:3:1)	fa`kihapN	N	STEM|POS:N|LEM:fa`kihap|ROOT:fkh|F|INDEF|NOM
(36:57:4:1)	wa	CONJ	PREFIX|w:CONJ+
(36:57:4:2)	la	P	PREFIX|l:P+
(36:57:4:3)	hum	PRON	STEM|POS:PRON|3MP
(36:57:5:1)	m~aA	REL	STEM|POS:REL|LEM:maA
(36:57:6:1)	yad~aEu	V	STEM|POS:V|IMPF|(VIII)|LEM:yad~aEu|ROOT:dEw|3MP
(36:57:6:2)	wna	PRON	SUFFIX|PRON:3MP
(36:58:1:1)	sala`mN	N	STEM|POS:N|LEM:sala`m|ROOT:slm|M|INDEF|NOM
(36:58:2:1)	qawolFA	N	STEM|POS:N|VN|LEM:qawol|ROOT:qwl|M|INDEF|ACC
(36:58:3:1)	m~in	P	STEM|POS:P|LEM:min
(36:58:4:1)	r~ab~K	N	STEM|POS:N|LEM:rab~|ROOT:rbb|M|INDEF|GEN
(36:58:5:1)	r~aHiymK	ADJ	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|INDEF|GEN
(36:59:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:59:1:2)	{mota`zu	V	STEM|POS:V|IMPV|(VIII)|LEM:{mota`zu|ROOT:myz|2MP
(36:59:1:3)	wA@	PRON	SUFFIX|PRON:2MP
(36:59:2:1)	{lo	DET	PREFIX|Al+
(36:59:2:2)	yawoma	N	STEM|POS:N|LEM:yawom|ROOT:ywm|M|ACC
(36:59:3:1)	>ay~uhaA	N	STEM|POS:N|LEM:>ay~uhaA|NOM
(36:59:4:1)	{lo	DET	PREFIX|Al+
(36:59:4:2)	mujorimuwna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mujorim|ROOT:jrm|MP|NOM
(36:60:1:1)	>a	INTG	PREFIX|A:INTG+
(36:60:1:2)	lamo	NEG	STEM|POS:NEG|LEM:lam
(36:60:2:1)	>aEohado	V	STEM|POS:V|IMPF|LEM:Eahida|ROOT:Ehd|1S|MOOD:JUS
(36:60:3:1)	<ilayo	P	STEM|POS:P|LEM:<ilaY`
(36:60:3:2)	kumo	PRON	SUFFIX|PRON:2MP
(36:60:4:1)	ya`	VOC	PREFIX|ya+
(36:60:4:2)	baniY^	N	STEM|POS:N|LEM:bunaY~|ROOT:bny|MP|NOM
(36:60:5:1)	'aAdama	PN	STEM|POS:PN|LEM:A^dam|M|ACC
(36:60:6:1)	>an	INT	STEM|POS:INT|LEM:>an
(36:60:7:1)	l~aA	PRO	STEM|POS:PRO|LEM:laA
(36:60:8:1)	taEobudu	V	STEM|POS:V|IMPF|LEM:Eabada|ROOT:Ebd|2MP|MOOD:JUS
(36:60:8:2)	wA@	PRON	SUFFIX|PRON:2MP
(36:60:9:1)	{l	DET	PREFIX|Al+
(36:60:9:2)	$~ayoTa`na	PN	STEM|POS:PN|LEM:$ayoTa`n|ROOT:$Tn|M|ACC
(36:60:10:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(36:60:10:2)	hu,	PRON	SUFFIX|PRON:3MS
(36:60:11:1)	la	P	PREFIX|l:P+
(36:60:11:2)	kumo	PRON	STEM|POS:PRON|2MP
(36:60:12:1)	Eaduw~N	N	STEM|POS:N|LEM:Eaduw~|ROOT:Edw|M|INDEF|NOM
(36:60:13:1)	m~ubiynN	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|NOM
(36:61:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:61:1:2)	>ani	INT	STEM|POS:INT|LEM:>an
(36:61:2:1)	{Eobudu	V	STEM|POS:V|IMPV|LEM:Eabada|ROOT:Ebd|2MP
(36:61:2:2)	w	PRON	SUFFIX|PRON:2MP
(36:61:2:3)	niY	PRON	SUFFIX|PRON:1S
(36:61:3:1)	ha`*aA	DEM	STEM|POS:DEM|LEM:ha`*aA|MS
(36:61:4:1)	Sira`TN	N	STEM|POS:N|LEM:Sira`T|ROOT:SrT|M|INDEF|NOM
(36:61:5:1)	m~usotaqiymN	N	STEM|POS:N|ACT|PCPL|(X)|LEM:m~usotaqiym|ROOT:qwm|M|INDEF|NOM
(36:62:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:62:1:2)	la	EMPH	PREFIX|l:EMPH+
(36:62:1:3)	qado	CERT	STEM|POS:CERT|LEM:qad
(36:62:2:1)	>aDal~a	V	STEM|POS:V|PERF|(IV)|LEM:>aDal~a|ROOT:Dll|3MS
(36:62:3:1)	min	P	STEM|POS:P|LEM:min
(36:62:3:2)	kumo	PRON	SUFFIX|PRON:2MP
(36:62:4:1)	jibil~FA	N	STEM|POS:N|LEM:jibil~ap|ROOT:jbl|FP|INDEF|ACC
(36:62:5:1)	kaviyrFA	ADJ	STEM|POS:ADJ|LEM:kaviyr|ROOT:kvr|MS|INDEF|ACC
(36:62:6:1)	>a	INTG	PREFIX|A:INTG+
(36:62:6:2)	fa	SUP	PREFIX|f:SUP+
(36:62:6:3)	lamo	NEG	STEM|POS:NEG|LEM:lam
(36:62:7:1)	takuwnu	V	STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP|MOOD:JUS
(36:62:7:2)	wA@	PRON	SUFFIX|PRON:2MP
(36:62:8:1)	taEoqilu	V	STEM|POS:V|IMPF|LEM:Eaqalu|ROOT:Eql|2MP
(36:62:8:2)	wna	PRON	SUFFIX|PRON:2MP
(36:63:1:1)	ha`*ihi.	DEM	STEM|POS:DEM|LEM:ha`*aA|FS
(36:63:2:1)	jahan~amu	PN	STEM|POS:PN|LEM:jahan~am|NOM
(36:63:3:1)	{l~atiY	REL	STEM|POS:REL|LEM:{l~a*iY|FS
(36:63:4:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(36:63:4:2)	tumo	PRON	SUFFIX|PRON:2MP
(36:63:5:1)	tuwEadu	V	STEM|POS:V|IMPF|PASS|LEM:waEada|ROOT:wEd|2MP
(36:63:5:2)	wna	PRON	SUFFIX|PRON:2MP
(36:64:1:1)	{Sola	V	STEM|POS:V|IMPV|LEM:yaSolaY|ROOT:Sly|2MP
(36:64:1:2)	wo	PRON	SUFFIX|PRON:2MP
(36:64:1:3)	haA	PRON	SUFFIX|PRON:3FS
(36:64:2:1)	{lo	DET	PREFIX|Al+
(36:64:2:2)	yawoma	N	STEM|POS:N|LEM:yawom|ROOT:ywm|M|ACC
(36:64:3:1)	bi	P	PREFIX|bi+
(36:64:3:2)	maA	REL	STEM|POS:REL|LEM:maA
(36:64:4:1)	kun	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MP
(36:64:4:2)	tumo	PRON	SUFFIX|PRON:2MP
(36:64:5:1)	takofuru	V	STEM|POS:V|IMPF|LEM:kafara|ROOT:kfr|2MP
(36:64:5:2)	wna	PRON	SUFFIX|PRON:2MP
(36:65:1:1)	{lo	DET	PREFIX|Al+
(36:65:1:2)	yawoma	N	STEM|POS:N|LEM:yawom|ROOT:ywm|M|ACC
(36:65:2:1)	naxotimu	V	STEM|POS:V|IMPF|LEM:xatama|ROOT:xtm|1P
(36:65:3:1)	EalaY`^	P	STEM|POS:P|LEM:EalaY`
(36:65:4:1)	>afowa`hi	N	STEM|POS:N|LEM:>afowa`h|ROOT:fwh|MP|GEN
(36:65:4:2)	himo	PRON	SUFFIX|PRON:3MP
(36:65:5:1)	wa	CONJ	PREFIX|w:CONJ+
(36:65:5:2)	tukal~imu	V	STEM|POS:V|IMPF|(II)|LEM:kal~ama|ROOT:klm|3FS
(36:65:5:3)	naA^	PRON	SUFFIX|PRON:1P
(36:65:6:1)	>ayodiy	N	STEM|POS:N|LEM:yad|ROOT:ydy|FP|NOM
(36:65:6:2)	himo	PRON	SUFFIX|PRON:3MP
(36:65:7:1)	wa	CONJ	PREFIX|w:CONJ+
(36:65:7:2)	ta$ohadu	V	STEM|POS:V|IMPF|LEM:$ahida|ROOT:$hd|3FS
(36:65:8:1)	>arojulu	N	STEM|POS:N|LEM:rijol|ROOT:rjl|FP|NOM
(36:65:8:2)	hum	PRON	SUFFIX|PRON:3MP
(36:65:9:1)	bi	P	PREFIX|bi+
(36:65:9:2)	maA	REL	STEM|POS:REL|LEM:maA
(36:65:10:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(36:65:10:2)	wA@	PRON	SUFFIX|PRON:3MP
(36:65:11:1)	yakosibu	V	STEM|POS:V|IMPF|LEM:kasaba|ROOT:ksb|3MP
(36:65:11:2)	wna	PRON	SUFFIX|PRON:3MP
(36:66:1:1)	wa	CONJ	PREFIX|w:CONJ+
(36:66:1:2)	lawo	COND	STEM|POS:COND|LEM:law
